date,source,query,title,description,link,published
2026-08-25,google,건강,“건강보험공단 발송 고지서 확인하라”...사칭 문자 기승,“건강보험공단 발송 고지서 확인하라”...사칭 문자 기승 v.daum.net,https://news.google.com/rss/articles/CBMiT0FVX3lxTE10NGpMTWZqd3pQa3lLdFZZRHBtemhEZklkeU9xeFVtRWw0Sm51cjRuWTJyeWN0ZXBtRVZ2QnFBUDZaTTktNG4wN1puRmJEYXM?oc=5,"Tue, 25 Aug 2026 01:27:07 GMT"
2026-08-25,google,건강,"유튜브 제작진 돌연 하차…전원주 건강 문제도, 채널 폐쇄도 아니다 [종합]","유튜브 제작진 돌연 하차…전원주 건강 문제도, 채널 폐쇄도 아니다 [종합] 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE9ObW1lQ3RfQ2pVNnpLUHVRX0U3STBLSVVwejg1VzJQWTA3MHNhdmlnb09DZF9IMjJwWDhreGEzbmhOSXdocW51bXBFOUpCY0xzM2pF?oc=5,"Mon, 24 Aug 2026 21:30:00 GMT"
2026-08-25,google,건강,"전원주 유튜브 제작진, 전원 하차…소속사 ""건강 문제 아냐""","전원주 유튜브 제작진, 전원 하차…소속사 ""건강 문제 아냐"" YTN",https://news.google.com/rss/articles/CBMiX0FVX3lxTFBjWGh4RW5VTERKN1Q1MG1XSWRYc2N1VGx0dWZYdVBILTF6ZURWUk8zdG1qNnlyTmVmZFpGTm5PNnRHT2VUWmczMXF5eWJlanQ5LWlzV1lLNThhNlQzcV9j?oc=5,"Tue, 25 Aug 2026 01:15:00 GMT"
2026-08-25,google,건강,전원주 건강 이상?…유튜브 제작진 돌연 하차 '술렁' - 머니투데이,전원주 건강 이상?…유튜브 제작진 돌연 하차 '술렁' - 머니투데이 머니투데이,https://news.google.com/rss/articles/CBMic0FVX3lxTFBsdFJqMnYxTXh2S2tCNTZjLTJWbjMzTGxWYk9tNExoaUgwVjRHT19QVDUxcGhzTzBmSndnUFdmdXRyTGpkc29QY2JRZFI4REp1bmUwdERVbWpBSUItZXVRY25YN0xvWXFLOWlJbDhTa1VyNTTSAXhBVV95cUxQN2hVdXdsc2lKSmVCNWlvSXdxT2RDcnp2bF9mNzF4N0twZkthZGVWNWtDYWRJYW42T2wzOFlCNEEzM2c0SmRQTGFBZU11NWZXQk12YURmR2J2ZU1WdzhERWVxLW9sbkc4MDNibno0RFluX1JRR0JCU3M?oc=5,"Mon, 24 Aug 2026 08:56:05 GMT"
2026-08-25,google,건강,"[건강칼럼] 여성 건강, 나이에 맞는 관리가 평생 건강 좌우","[건강칼럼] 여성 건강, 나이에 맞는 관리가 평생 건강 좌우 중부일보",https://news.google.com/rss/articles/CBMibkFVX3lxTE1FTDFldHNNVkJvVHAyRVJCamVGSXNoZ0Z5R2NxOXR3SGMtQlUtRUlBSkRKcFVqOXRTMC1WbVZjN2twU3hyZklXWU9JNk9qN1Q0czNYWG9YRkZPb0lHOWRYMTRKSlJrNUFrWEl4bWNB?oc=5,"Tue, 25 Aug 2026 01:31:00 GMT"
2026-08-25,google,건강,"양구군, 배꼽축제 기간 국토정중앙점 건강 트레일워킹 운영","양구군, 배꼽축제 기간 국토정중앙점 건강 트레일워킹 운영 연합뉴스",https://news.google.com/rss/articles/CBMiW0FVX3lxTE8tLV94RWNvNVltb2libHBnclpkcFR4RFAzZ3VRTzlGekFleGFvR1R4U3U3MWNiRHU5SzNJQW0wcjVha1hiMDIxU1E2SXVyeTZBV2h1R0RjNklrLWPSAWBBVV95cUxOLVVKR085V1JHdE12a3lxTmxiZHpUdnhJS3Y0QUU5Wk40YktqQTN2WkdpX0NjRnRWM3VaZ0JZSkdseUpLcFJwTVlWQnZLeGxGaE5TSUJ5OEVZWWZHZHhUWVI?oc=5,"Tue, 25 Aug 2026 00:44:50 GMT"
2026-08-25,google,건강,트럼프 “뚱뚱해 보일라” 방탄조끼 거부하더니···체중 108㎏ 찍고 ‘건강위험 경고’ 받았다,트럼프 “뚱뚱해 보일라” 방탄조끼 거부하더니···체중 108㎏ 찍고 ‘건강위험 경고’ 받았다 경향신문,https://news.google.com/rss/articles/CBMiWkFVX3lxTE42N1FPZkZsMEl2ZGwtcE1QbkdUVWRyZTNUZmJOWFJOMEwzb1hEbnpaZElkSGd3MmFZX1FnU294dmRlenF6NXREZFVXVHBwdHlubjZkQU1YQnBvZ9IBX0FVX3lxTE5UWnhFZWIwbG5ENTRJS24zZGgwMHBFUzdFY1lRcG1lRzl6QTB0MC05eUZ3c3NxOWV2SDJwUjFCS2pxcWYtUDU2Y0d0MVdYN05tYnJoMGN5NDlNblhVaV9J?oc=5,"Sun, 23 Aug 2026 22:40:00 GMT"
2026-08-25,google,건강,"체중 급증한 80대 트럼프‥""전문가들 건강위험 경고""","체중 급증한 80대 트럼프‥""전문가들 건강위험 경고"" MBC 뉴스",https://news.google.com/rss/articles/CBMidEFVX3lxTE9aTzZRblFjbEVZSjRLOElIcFBkbkJkVGxKelNvcEZ5X0hOdzhabzd2YzVnUjd2RXJYNUJEWERQY3ZFTzFjWTc5YzByM1NCYmdxMGRTUEtGZ1R6bC1mU24tWlVHSFJycE1CS2dRX1d2QUI3b2hO0gF0QVVfeXFMTUdWSF9jU3F2R2cwZEZwcjdTQ3BKakF3cUlpY2RWWUEtTEktNE5HczJuY1dhSGRic0dPRHljUHNucndIZXA1a1Yxb1NJYXNkWHFYU0wyLWNOZ3pyN1lSY000cVhRSzBYNVhwMFZQRUtKVmk1YVA?oc=5,"Mon, 24 Aug 2026 00:31:28 GMT"
2026-08-25,google,건강,10㎏ 더 찌고 ‘꾸벅꾸벅’ 조는 모습…80세 트럼프 건강 괜찮나,10㎏ 더 찌고 ‘꾸벅꾸벅’ 조는 모습…80세 트럼프 건강 괜찮나 v.daum.net,https://news.google.com/rss/articles/CBMiRkFVX3lxTE5uZ1pTRWZsaWlMU00tNmlHMURHOW9kSFN6YjB4cjdqQlVrZUYwbFU2Zm10M1NWemdYaW1qai02azZGeTM3R3c?oc=5,"Sun, 23 Aug 2026 21:09:07 GMT"
2026-08-25,google,건강,NC다이노스 선수 건강 '단디' 챙긴다,NC다이노스 선수 건강 '단디' 챙긴다 이투데이,https://news.google.com/rss/articles/CBMiWkFVX3lxTE5LY191OThlN2s5NHlSU21JWkU1anVhaHprN3hpbm4xSU9fWVNyQVZoYlN3V21IYlNJdU9BTkNhR3ZIZkZDaTkyY2oyNXRPdmYyUHRnWkZFcEdYdw?oc=5,"Mon, 24 Aug 2026 01:47:00 GMT"
2026-08-25,google,건강,IoT 건강코칭- AI로 위험감지… 건설사 24시간 ‘시니어 서비스’,IoT 건강코칭- AI로 위험감지… 건설사 24시간 ‘시니어 서비스’ 동아일보,https://news.google.com/rss/articles/CBMidkFVX3lxTE40Tkx1ZHpGMXk3U3k5LXZGN19oTW1haFFsYmQ0NDg3RWRobV8tM0pFV3Z5Z09MSEpGWTViT3I3eE5aaW0zNm9qQUFpdnVyYmh5enhUOUE4bENpbjRLejFXRHdmdWFMUmk1TDEwRzBFSFZYRENzX3fSAWZBVV95cUxOdWFzakZ1WjUteUxfdHJ3aTNuWWtNSG5xYjVqNGxmRU1GeThXUUtQVDVCN2tzYmJ5Mlg1RUp5X3VlRGpGTE1hVGdSRW0zenhhQ3N2Q3hxb1dkcFdrTjN4ZkFYMHhfUHc?oc=5,"Mon, 24 Aug 2026 15:30:00 GMT"
2026-08-25,google,건강,"부산, ‘미나리 치유농업’으로 청소년 마음건강 돌본다","부산, ‘미나리 치유농업’으로 청소년 마음건강 돌본다 서울경제",https://news.google.com/rss/articles/CBMiUkFVX3lxTE1BYjBEUmRxRjZDUkdCWUhPWlhWcGF6eHpDX05KbTFvRkFTMXhMM3ExYmNvdndTc0VGN3ZBVk44VTRNWW04WXpseEtFNTBiWE14aUE?oc=5,"Mon, 24 Aug 2026 23:27:23 GMT"
2026-08-25,google,건강,"""손가락에 끼웠더니 건강 체크""…스마트링 '부활'","""손가락에 끼웠더니 건강 체크""…스마트링 '부활' 뉴시스",https://news.google.com/rss/articles/CBMiYEFVX3lxTE5HUTRCNEJ4YmxRRWdBWDh1S3MwNlRkdlpDMlVUclZzbTIwTVM1TXlYZzJ0TnhEMEQ2ME04TEFDcFZlQ1phMTRLNmlIbHgwOG1hQk42LWFOV2pvRVAyWUVMctIBeEFVX3lxTE5qbks3NU1EWEtYc01RVkx3aVlyWFc0cVY3dU5rdFhCNU95WEVZaC02X3UxTnJuUzh4UHR6c0o4Y0lXcWNZQThVbkVhaXhyV3podHJJYWs3dktWdmtpNTFRekE2bHFoaC1tTWxHbFpHSGRrWENIcVNnVA?oc=5,"Mon, 24 Aug 2026 22:01:00 GMT"
