date,source,query,title,description,link,published
2026-08-14,google,건강,"부천시, 의료급여수급권자 건강검진 참여 이벤트","부천시, 의료급여수급권자 건강검진 참여 이벤트 뉴스타운",https://news.google.com/rss/articles/CBMibkFVX3lxTFA5N0FzeG53azQzQlFnQ2tDbjNJbWRDSEUwSU5DM3pDVkYxYnFwSE9KdjNaU3FMdU1Qa3ZqZlpORm1SSXJCdjNTT25OQThKRS04MkxPTmlUTzJRUVZaWURWUUF3SjN5WHdhZk1BeUh3?oc=5,"Fri, 14 Aug 2026 02:18:14 GMT"
2026-08-14,google,건강,"‘홍상수♥’ 김민희, 혼외자 출산 소감 “수유하고 일하는 내 모습 건강해”","‘홍상수♥’ 김민희, 혼외자 출산 소감 “수유하고 일하는 내 모습 건강해” 스포츠경향",https://news.google.com/rss/articles/CBMiXkFVX3lxTE52S3pnYkMxYzZqa3FtUjRXMFZ2b1RUQ2NPM2hiR3BPdTJoTFpxaVE3dFFLOEhnaUdUWktnblc0VnJNY0JnN2I5X3hqNFN4Z3JacTZGRGFabTZUZWZWZmfSAWNBVV95cUxPMU1MRDVWZWlhSjFILVlSUFNxTFowcmVTdkk2VjNFSVNZV3dNYko3aU9mbVdfczVVdzZBaTFQUlZUZURDMG9KaWJ2dkVaZ200WUk4aXJRODdyUUVSZENYTUY2Mm8?oc=5,"Fri, 14 Aug 2026 01:32:00 GMT"
2026-08-14,google,건강,"유한양행, 국가유공자 건강지원 확대…약사회·보훈부와 맞손 - 머니투데이","유한양행, 국가유공자 건강지원 확대…약사회·보훈부와 맞손 - 머니투데이 머니투데이",https://news.google.com/rss/articles/CBMiakFVX3lxTFBVTUNBbkk5MWlxb1o0SXY2Q296ZWpqaW5SWXgycGtMY3NsUGl2NC1ZYm1vVzZvdjdrQ3RXcmZsUC01SkFDVWxrU1JnZmtTMXBya0tDV2w2MTdFZm4xYjlWWU83NzFyTmFvQmfSAW9BVV95cUxNZWRvRW4ta3J6bl9BSVZxX3RuWDBSdVFwOHd2cTZVbHl3N2VESW5rcVRNTEQtV1FMQzg2UWQwTjZVQWlTWnVpQ1VUSTVnRHRrZzQ5NEtmeHJnWmpXRXVSanlGTzd5VWFMM0tCWXUtTjg?oc=5,"Fri, 14 Aug 2026 01:27:13 GMT"
2026-08-14,google,건강,"유한양행, 국가유공자 건강 지원한다…약사회·국가보훈부와 업무협약","유한양행, 국가유공자 건강 지원한다…약사회·국가보훈부와 업무협약 이투데이",https://news.google.com/rss/articles/CBMiVEFVX3lxTE9wYkdzU1BWT21sbEduYzBrSzdlTG1sUjhCSnF3V2llRV95cVNtSVZXSnViN3ZRcEg3Rk1mejVtSWdkaU9lTzBWWUczcEZ6SzkwcFR5OQ?oc=5,"Thu, 13 Aug 2026 23:12:00 GMT"
2026-08-14,google,건강,"""국가유공자 건강증진""…유한양행, 민관협력 확장","""국가유공자 건강증진""…유한양행, 민관협력 확장 뉴시스",https://news.google.com/rss/articles/CBMiYEFVX3lxTE5Oa09wMkc2YUZVWTJENTJ6ZHdTbndfV1gwS2ItNS1vdGx1UVlzUWpCb0dMRVZRTDBDUnkwTjlQRmNXZkRLNzdqdld3TEN5LWZ4Um1YQ1JqcUlfM0RCU0xEVNIBeEFVX3lxTE1TLWZKUXczUzNVeUE5ZXFvVlRMUWtpbG1BOXl1TDlEQVZBa1F0cVFnZDdxWUlJMEtld3VKQmtISjZHRFNncjZWVnIwb0ZKVVlOMWdteHRBajBWS0M5WEhGWl96dmNScGtGRkprM1kyWEo0Z0lKNEhYcw?oc=5,"Thu, 13 Aug 2026 23:48:34 GMT"
2026-08-14,google,건강,"[건강포커스] ""3분간 전력 질주, 90분 중강도 운동보다 혈액 단백질 변화 커""","[건강포커스] ""3분간 전력 질주, 90분 중강도 운동보다 혈액 단백질 변화 커"" v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTFBpcHdCV0szN1FudEZwMjlteEhYSzk4UGpGSUxGeHBmX3J0MWNKdU9RVWtmN1RFRnpnSHFUMFVOMjVFZ2k2Tjc2ZWxlYWRSeDQ?oc=5,"Thu, 13 Aug 2026 20:02:01 GMT"
2026-08-14,google,건강,"강남구, 외국인 관광객 '의료·건강 체험관' 운영","강남구, 외국인 관광객 '의료·건강 체험관' 운영 연합뉴스",https://news.google.com/rss/articles/CBMiW0FVX3lxTFBfMXU5bFpZRmZNdzNQcFBqaENrQ0tiRnB0Y3didE91Q0M5czFBRTUwTEx2RkZzTEdMTGhpaFZUQ04wc1d6ZkxZQkxENDNORDFrUkZUNjNaa290TzDSAWBBVV95cUxONjM0SS1VbHM3X2xsZ3ktUFJiUFJLUmFKbXBXZjhSbVphUmxzN3ktblZxQmhMbGtvamFha3hSc1l0NWMyQzVqdjd4MXU0ajhUTnBiUkxQYUtaVkg1eUdBV2M?oc=5,"Thu, 13 Aug 2026 23:06:46 GMT"
2026-08-14,google,건강,"“무더위 건강하게 이겨내세요”…시흥 정왕3동, 경로당에 복달임 음식 전달","“무더위 건강하게 이겨내세요”…시흥 정왕3동, 경로당에 복달임 음식 전달 경기일보",https://news.google.com/rss/articles/CBMiW0FVX3lxTE00VDdQSXhJdHJiNlFGWVBLSHRpU1RYN0R2NExtbkQyX3BwaThCUGJ4VmI5bFBHRmYyb0djYlJsX1N3ZG5ydm1jRWFJWkU4bWpWM0JvNFVmOXktdDg?oc=5,"Thu, 13 Aug 2026 23:31:22 GMT"
2026-08-14,google,건강,"“손목 위 맥박으로 건강 읽는다”…삼성, 웨어러블 AI 고도화","“손목 위 맥박으로 건강 읽는다”…삼성, 웨어러블 AI 고도화 마켓인",https://news.google.com/rss/articles/CBMic0FVX3lxTE5sMkxpcmtnazh2YzVZcFUzekZlcjA3RFVlZVIxRmR6QW10T3JmVEJpdDJ2NVB2djhBUmhLZU5LUWpzQ3lPcFlxbXg4QVBZcmdCLVhuV3luTF9iZ2dOYUJwYnY0ZzVOYVRHMXlZVVZIbnRkQ2s?oc=5,"Fri, 14 Aug 2026 00:11:43 GMT"
2026-08-14,google,건강,"케이메디허브-숙명여대 여성건강연구원, 근골격계-대사질환 극복 위한 업무협약","케이메디허브-숙명여대 여성건강연구원, 근골격계-대사질환 극복 위한 업무협약 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTE1vUDItZG1uVExfSk5OYjRHdllpS0FMYjNHSk1vZEJxZktJUnhPMWVLTzhSZXY0X3E4MTRYekxjcEk0U0VPR1c0WmpHLXlFdw?oc=5,"Thu, 13 Aug 2026 23:15:51 GMT"
